年,出番順,コンビ名,合計得点,偏差値,合計得点_7人換算,平均点,出場組数,審査員人数,大会平均,大会平均_7人換算,審査員得点_大会平均,きよし,青島,小朝,石井,鴻上,松本,紳助,談志,カウス,洋七,大竹,南原,渡辺,巨人,上沼,東国原,宮迫,哲夫,佐藤,石田,富澤,徳井,吉田,岩尾,増田,礼二,大吉,塙,志らく,邦子,ともこ,きよし_平均,青島_平均,小朝_平均,石井_平均,鴻上_平均,松本_平均,紳助_平均,談志_平均,カウス_平均,洋七_平均,大竹_平均,南原_平均,渡辺_平均,巨人_平均,上沼_平均,東国原_平均,宮迫_平均,哲夫_平均,佐藤_平均,石田_平均,富澤_平均,徳井_平均,吉田_平均,岩尾_平均,増田_平均,礼二_平均,大吉_平均,塙_平均,志らく_平均,邦子_平均,ともこ_平均,きよし_偏差値,青島_偏差値,小朝_偏差値,石井_偏差値,鴻上_偏差値,松本_偏差値,紳助_偏差値,談志_偏差値,カウス_偏差値,洋七_偏差値,大竹_偏差値,南原_偏差値,渡辺_偏差値,巨人_偏差値,上沼_偏差値,東国原_偏差値,宮迫_偏差値,哲夫_偏差値,佐藤_偏差値,石田_偏差値,富澤_偏差値,徳井_偏差値,吉田_偏差値,岩尾_偏差値,増田_偏差値,礼二_偏差値,大吉_偏差値,塙_偏差値,志らく_偏差値,邦子_偏差値,ともこ_偏差値
2001,1,中川家,596,66.17,596.0,85.14,10,7,541.1,541.1,77.3,91.0,90.0,90.0,90.0,85.0,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,55.95,65.45,70.23,57.84,57.96,60.0,61.65,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,フットボールアワー,535,48.2,535.0,76.43,10,7,541.1,541.1,77.3,90.0,80.0,80.0,82.0,82.0,55.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,54.63,47.27,56.74,47.03,50.5,40.0,45.97,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,チュートリアル,483,32.89,483.0,69.0,10,7,541.1,541.1,77.3,80.0,75.0,75.0,68.0,75.0,50.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,41.41,38.18,50.0,28.11,33.08,33.33,39.24,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,アメリカザリガニ,568,57.92,568.0,81.14,10,7,541.1,541.1,77.3,88.0,85.0,80.0,92.0,84.0,65.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,51.98,56.36,56.74,60.54,55.47,53.33,54.93,,,,,,,,,,,,,,,,,,,,,,,,
2001,5,おぎやはぎ,497,37.01,497.0,71.0,10,7,541.1,541.1,77.3,77.0,80.0,75.0,82.0,73.0,60.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,37.44,47.27,50.0,47.03,28.11,46.67,28.04,,,,,,,,,,,,,,,,,,,,,,,,
2001,6,キングコング,528,46.14,528.0,75.43,10,7,541.1,541.1,77.3,95.0,75.0,70.0,76.0,83.0,55.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,61.23,38.18,43.26,38.92,52.99,40.0,54.93,,,,,,,,,,,,,,,,,,,,,,,,
2001,7,麒麟,542,50.27,542.0,77.43,10,7,541.1,541.1,77.3,79.0,75.0,65.0,90.0,83.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,40.09,38.18,36.52,57.84,52.99,66.67,56.05,,,,,,,,,,,,,,,,,,,,,,,,
2001,8,ますだおかだ,575,59.98,575.0,82.14,10,7,541.1,541.1,77.3,95.0,80.0,80.0,88.0,84.0,70.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,61.23,47.27,56.74,55.14,55.47,60.0,59.41,,,,,,,,,,,,,,,,,,,,,,,,
2001,9,DonDokoDon,520,43.79,520.0,74.29,10,7,541.1,541.1,77.3,75.0,85.0,65.0,82.0,84.0,65.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,34.8,56.36,36.52,47.03,55.47,53.33,43.72,,,,,,,,,,,,,,,,,,,,,,,,
2001,10,ハリガネロック,567,57.63,567.0,81.0,10,7,541.1,541.1,77.3,95.0,90.0,70.0,92.0,85.0,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,86.5,81.5,75.0,84.2,81.8,62.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,61.23,65.45,43.26,60.54,57.96,46.67,56.05,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,ハリガネロック,545,45.46,545.0,77.86,9,7,559.89,559.89,79.98,,,,81.0,,65.0,75.0,70.0,85.0,86.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,45.13,,43.01,42.12,50.0,45.97,50.0,51.88,,,,,,,,,,,,,,,,,,,,
2002,2,ますだおかだ,612,65.9,612.0,87.43,9,7,559.89,559.89,79.98,,,,90.0,,70.0,89.0,80.0,95.0,96.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,61.56,,48.73,64.19,62.25,65.06,68.9,68.75,,,,,,,,,,,,,,,,,,,,
2002,3,ダイノジ,534,42.1,534.0,76.29,9,7,559.89,559.89,79.98,,,,78.0,,60.0,83.0,70.0,84.0,81.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,39.65,,37.3,54.73,50.0,44.06,40.55,42.5,,,,,,,,,,,,,,,,,,,,
2002,4,テツandトモ,539,43.63,539.0,77.0,9,7,559.89,559.89,79.98,,,,82.0,,65.0,76.0,70.0,90.0,79.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,46.96,,43.01,43.69,50.0,55.52,36.77,40.63,,,,,,,,,,,,,,,,,,,,
2002,5,フットボールアワー,621,68.65,621.0,88.71,9,7,559.89,559.89,79.98,,,,95.0,,85.0,89.0,70.0,97.0,94.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,70.69,,65.88,64.19,50.0,68.88,65.12,66.88,,,,,,,,,,,,,,,,,,,,
2002,6,笑い飯,567,52.17,567.0,81.0,9,7,559.89,559.89,79.98,,,,84.0,,80.0,86.0,70.0,83.0,84.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,50.61,,60.16,59.46,50.0,42.15,46.22,46.25,,,,,,,,,,,,,,,,,,,,
2002,7,おぎやはぎ,561,50.34,561.0,80.14,9,7,559.89,559.89,79.98,,,,79.0,,80.0,76.0,80.0,82.0,85.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,41.48,,60.16,43.69,62.25,40.24,48.11,44.38,,,,,,,,,,,,,,,,,,,,
2002,8,アメリカザリガニ,525,39.35,525.0,75.0,9,7,559.89,559.89,79.98,,,,78.0,,60.0,73.0,70.0,83.0,83.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,39.65,,37.3,38.96,50.0,42.15,44.33,42.5,,,,,,,,,,,,,,,,,,,,
2002,9,スピードワゴン,535,42.41,535.0,76.43,9,7,559.89,559.89,79.98,,,,86.0,,75.0,73.0,50.0,85.0,86.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,83.66666666666667,,71.11111111111111,80.0,70.0,87.11111111111111,86.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,54.26,,54.45,38.96,25.51,45.97,50.0,46.25,,,,,,,,,,,,,,,,,,,,
2003,1,千鳥,552,38.18,552.0,78.86,9,7,598.44,598.44,85.49,,,,84.0,,70.0,82.0,,80.0,75.0,79.0,82.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,44.45,,38.25,39.02,,40.96,28.23,42.75,45.48,,,,,,,,,,,,,,,,,,,
2003,2,麒麟,554,38.69,554.0,79.14,9,7,598.44,598.44,85.49,,,,78.0,,75.0,84.0,,82.0,84.0,75.0,76.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,32.47,,43.54,42.16,,44.15,41.9,34.83,31.11,,,,,,,,,,,,,,,,,,,
2003,3,スピードワゴン,572,43.27,572.0,81.71,9,7,598.44,598.44,85.49,,,,86.0,,74.0,85.0,,79.0,85.0,82.0,81.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,48.45,,42.48,43.73,,39.37,43.42,48.68,43.08,,,,,,,,,,,,,,,,,,,
2003,4,笑い飯,656,64.64,656.0,93.71,9,7,598.44,598.44,85.49,,,,92.0,,95.0,99.0,,95.0,95.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,60.43,,64.69,65.68,,64.88,58.61,64.51,64.64,,,,,,,,,,,,,,,,,,,
2003,5,2丁拳銃,608,52.43,608.0,86.86,9,7,598.44,598.44,85.49,,,,86.0,,80.0,91.0,,86.0,95.0,83.0,87.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,48.45,,48.83,53.14,,50.53,58.61,50.66,57.45,,,,,,,,,,,,,,,,,,,
2003,6,アメリカザリガニ,564,41.24,564.0,80.57,9,7,598.44,598.44,85.49,,,,83.0,,70.0,80.0,,81.0,90.0,76.0,84.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,42.45,,38.25,35.89,,42.56,51.01,36.81,50.27,,,,,,,,,,,,,,,,,,,
2003,7,フットボールアワー,663,66.42,663.0,94.71,9,7,598.44,598.44,85.49,,,,95.0,,97.0,98.0,,98.0,97.0,89.0,89.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,66.42,,66.8,64.11,,69.67,61.65,62.53,62.24,,,,,,,,,,,,,,,,,,,
2003,8,りあるキッズ,601,50.65,601.0,85.86,9,7,598.44,598.44,85.49,,,,85.0,,85.0,90.0,,84.0,93.0,83.0,81.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,46.45,,54.11,51.57,,47.34,55.57,50.66,43.08,,,,,,,,,,,,,,,,,,,
2003,9,アンタッチャブル,616,54.47,616.0,88.0,9,7,598.44,598.44,85.49,,,,92.0,,84.0,92.0,,86.0,90.0,87.0,85.0,,,,,,,,,,,,,,,,,,,,,,,86.77777777777777,,81.11111111111111,89.0,,85.66666666666667,89.33333333333333,82.66666666666667,83.88888888888889,,,,,,,,,,,,,,,,,,,,,,,60.43,,53.05,54.7,,50.53,51.01,58.57,52.66,,,,,,,,,,,,,,,,,,,
2004,1,千鳥,582,38.6,582.0,83.14,9,7,614.56,614.56,87.79,83.0,,82.0,82.0,,,,,93.0,78.0,81.0,83.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,42.87,,35.82,31.22,,,,,50.0,33.79,45.0,41.29,,,,,,,,,,,,,,,,,,,
2004,2,タカアンドトシ,615,50.16,615.0,87.86,9,7,614.56,614.56,87.79,86.0,,85.0,90.0,,,,,95.0,91.0,82.0,86.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,49.08,,44.14,50.82,,,,,56.55,55.59,46.87,47.82,,,,,,,,,,,,,,,,,,,
2004,3,東京ダイナマイト,583,38.95,583.0,83.29,9,7,614.56,614.56,87.79,82.0,,87.0,86.0,,,,,89.0,83.0,76.0,80.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,40.8,,49.69,41.02,,,,,36.91,42.17,35.62,34.76,,,,,,,,,,,,,,,,,,,
2004,4,トータルテンボス,587,40.35,587.0,83.86,9,7,614.56,614.56,87.79,80.0,,84.0,88.0,,,,,88.0,84.0,79.0,84.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,36.67,,41.37,45.92,,,,,33.63,43.85,41.25,43.47,,,,,,,,,,,,,,,,,,,
2004,5,南海キャンディーズ,639,58.56,639.0,91.29,9,7,614.56,614.56,87.79,90.0,,90.0,95.0,,,,,94.0,92.0,86.0,92.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,57.36,,58.02,63.06,,,,,53.27,57.27,54.37,60.88,,,,,,,,,,,,,,,,,,,
2004,6,POISON GIRL BAND,603,45.95,603.0,86.14,9,7,614.56,614.56,87.79,87.0,,88.0,89.0,,,,,90.0,81.0,83.0,85.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,51.15,,52.47,48.37,,,,,40.18,38.82,48.75,45.65,,,,,,,,,,,,,,,,,,,
2004,7,笑い飯,615,50.16,615.0,87.86,9,7,614.56,614.56,87.79,84.0,,85.0,89.0,,,,,95.0,91.0,82.0,89.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,44.94,,44.14,48.37,,,,,56.55,55.59,46.87,54.35,,,,,,,,,,,,,,,,,,,
2004,8,アンタッチャブル,673,70.46,673.0,96.14,9,7,614.56,614.56,87.79,97.0,,95.0,96.0,,,,,97.0,97.0,95.0,96.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,71.84,,71.89,65.51,,,,,63.09,65.65,71.25,69.59,,,,,,,,,,,,,,,,,,,
2004,9,麒麟,634,56.81,634.0,90.57,9,7,614.56,614.56,87.79,89.0,,88.0,92.0,,,,,96.0,92.0,89.0,88.0,,,,,,,,,,,,,,,,,,,,86.44444444444444,,87.11111111111111,89.66666666666667,,,,,93.0,87.66666666666667,83.66666666666667,87.0,,,,,,,,,,,,,,,,,,,,55.29,,52.47,55.72,,,,,59.82,57.27,60.0,52.18,,,,,,,,,,,,,,,,,,,
2005,1,笑い飯,633,56.71,633.0,90.43,9,7,608.89,608.89,86.98,,,,92.0,,95.0,85.0,,95.0,91.0,85.0,,90.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,54.81,,60.61,53.6,,59.48,55.03,48.82,,57.69,,,,,,,,,,,,,,,,,,
2005,2,アジアン,564,37.51,564.0,80.57,9,7,608.89,608.89,86.98,,,,86.0,,70.0,75.0,,90.0,81.0,82.0,,80.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,42.45,,34.09,38.86,,44.24,38.87,40.87,,36.06,,,,,,,,,,,,,,,,,,
2005,3,南海キャンディーズ,552,34.17,552.0,78.86,9,7,608.89,608.89,86.98,,,,80.0,,75.0,72.0,,88.0,79.0,79.0,,79.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,30.08,,39.39,34.44,,38.15,35.64,32.93,,33.89,,,,,,,,,,,,,,,,,,
2005,4,チュートリアル,622,53.65,622.0,88.86,9,7,608.89,608.89,86.98,,,,95.0,,95.0,85.0,,91.0,86.0,84.0,,86.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,60.99,,60.61,53.6,,47.29,46.95,46.17,,49.04,,,,,,,,,,,,,,,,,,
2005,5,ブラックマヨネーズ,659,63.94,659.0,94.14,9,7,608.89,608.89,86.98,,,,94.0,,95.0,95.0,,96.0,96.0,90.0,,93.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,58.93,,60.61,68.34,,62.53,63.1,62.07,,64.18,,,,,,,,,,,,,,,,,,
2005,6,品川庄司,626,54.76,626.0,89.43,9,7,608.89,608.89,86.98,,,,91.0,,90.0,85.0,,89.0,95.0,89.0,,87.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,52.75,,55.3,53.6,,41.2,61.49,59.42,,51.2,,,,,,,,,,,,,,,,,,
2005,7,タイムマシーン3号,571,39.46,571.0,81.57,9,7,608.89,608.89,86.98,,,,85.0,,75.0,76.0,,88.0,82.0,82.0,,83.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,40.38,,39.39,40.34,,38.15,40.49,40.87,,42.55,,,,,,,,,,,,,,,,,,
2005,8,麒麟,646,60.33,646.0,92.29,9,7,608.89,608.89,86.98,,,,95.0,,90.0,88.0,,97.0,95.0,90.0,,91.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,60.99,,55.3,58.03,,65.58,61.49,62.07,,59.86,,,,,,,,,,,,,,,,,,
2005,9,千鳥,607,49.47,607.0,86.71,9,7,608.89,608.89,86.98,,,,89.0,,80.0,82.0,,93.0,86.0,88.0,,89.0,,,,,,,,,,,,,,,,,,,,,,89.66666666666667,,85.0,82.55555555555556,,91.88888888888889,87.88888888888889,85.44444444444444,,86.44444444444444,,,,,,,,,,,,,,,,,,,,,,48.63,,44.7,49.18,,53.39,46.95,56.77,,55.53,,,,,,,,,,,,,,,,,,
2006,1,POISON GIRL BAND,570,34.58,570.0,81.43,9,7,613.56,613.56,87.65,,,,,,85.0,76.0,,85.0,81.0,83.0,85.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,47.81,31.34,,32.21,30.55,42.49,36.43,31.27,,,,,,,,,,,,,,,,,,
2006,2,フットボールアワー,640,59.36,640.0,91.43,9,7,613.56,613.56,87.65,,,,,,90.0,90.0,,96.0,91.0,89.0,94.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,56.75,56.62,,62.06,53.28,60.12,61.99,60.67,,,,,,,,,,,,,,,,,,
2006,3,ザ・プラン9,597,44.14,597.0,85.29,9,7,613.56,613.56,87.65,,,,,,80.0,83.0,,93.0,90.0,82.0,89.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,38.88,43.98,,53.92,51.01,39.55,47.79,41.07,,,,,,,,,,,,,,,,,,
2006,4,麒麟,627,54.76,627.0,89.57,9,7,613.56,613.56,87.65,,,,,,87.0,88.0,,94.0,92.0,86.0,91.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,51.39,53.01,,56.63,55.56,51.31,53.47,58.71,,,,,,,,,,,,,,,,,,
2006,5,トータルテンボス,613,49.8,613.0,87.57,9,7,613.56,613.56,87.65,,,,,,90.0,87.0,,90.0,90.0,83.0,88.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,56.75,51.2,,45.78,51.01,42.49,44.95,50.87,,,,,,,,,,,,,,,,,,
2006,6,チュートリアル,664,67.86,664.0,94.86,9,7,613.56,613.56,87.65,,,,,,95.0,97.0,,97.0,98.0,92.0,95.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,65.69,69.26,,64.77,69.19,68.94,64.83,60.67,,,,,,,,,,,,,,,,,,
2006,7,変ホ長調,576,36.71,576.0,82.29,9,7,613.56,613.56,87.65,,,,,,75.0,82.0,,88.0,85.0,83.0,84.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,29.94,42.17,,40.35,39.65,42.49,33.59,39.11,,,,,,,,,,,,,,,,,,
2006,8,笑い飯,626,54.41,626.0,89.43,9,7,613.56,613.56,87.65,,,,,,89.0,89.0,,92.0,90.0,89.0,92.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,54.97,54.82,,51.21,51.01,60.12,56.31,50.87,,,,,,,,,,,,,,,,,,
2006,9,ライセンス,609,48.39,609.0,87.0,9,7,613.56,613.56,87.65,,,,,,85.0,85.0,,89.0,89.0,83.0,90.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,86.22222222222223,86.33333333333333,,91.55555555555556,89.55555555555556,85.55555555555556,89.77777777777777,84.55555555555556,,,,,,,,,,,,,,,,,,,,,,,,47.81,47.59,,43.07,48.74,42.49,50.63,56.75,,,,,,,,,,,,,,,,,,
